id,source,target,target_type,edge_strength,
176,Customer Number of Employees,Link - Employee,3,1,
33,Number of Engineers Assigned to Each Product,Link - Employee,3,1,
34,Status of Each Task in Development Project,Link - Employee,3,1,
35,Core Issues and Resolutions for Each Product,Link - Employee,3,1,
259,Individual Assigned to MSA,Link - Employee,3,1,
271,Current Non-Dealer Opportunity - Owner Name,Link - Employee,3,1,
272,Current Non-Dealer Opportunity - Customer Name,Link - Employee,3,1,
273,Current Non-Dealer Opportunity - Region,Link - Employee,3,1,
274,Current Non-Dealer Opportunity - Stage,Link - Employee,3,1,
275,Current Non-Dealer Opportunity - Win Probability,Link - Employee,3,1,
247,Sales by Year by MSA,Link - MSA,3,1,
248,Planned Sales by Year by MSA,Link - MSA,3,1,
249,Planned Market Share by Year by MSA,Link - MSA,3,1,
250,Actual Market Share by Year by MSA,Link - MSA,3,1,
251,Expected Market Share Growth by Year by MSA,Link - MSA,3,1,
254,MSA Code - Unique Identifier,Link - MSA,3,1,
259,Individual Assigned to MSA,Link - MSA,3,1,
260,Number of Dealers by MSA,Link - MSA,3,1,
73,Start Order Entry,Link - Product,3,1,
74,12 Month Sales Forecast,Link - Product,3,1,
76,Market Launch Status,Link - Product,3,1,
80,Project Value Proposition,Link - Product,3,1,
81,Projected Annual Net Sales,Link - Product,3,1,
96,Market Criteria,Link - Product,3,1,
97,Market Launch Plan (which Showrooms),Link - Product,3,1,
42,CAD Drawings,Link - Product,3,1,
25,Strategic Objective - Intuitive Adaptation,Link - Product,3,1,
26,Strategic Objective - Ultimate Settings,Link - Product,3,1,
27,Strategic Objective - Exceptional Accessories,Link - Product,3,1,
28,Strategic Objective - Living Office Workplace Expertise,Link - Product,3,1,
29,Projected Year 4 Sales for Product in Development,Link - Product,3,1,
30,Level of Innovation for Product in Development,Link - Product,3,1,
31,Anticipated Buzz Level of Product in Development,Link - Product,3,1,
32,Name of Product in Development,Link - Product,3,1,
132,Anticipated Launch Date for Product in Development,Link - Product,3,1,
134,Projected Living Office Readiness,Link - Product,3,1,
135,Dealer Living Office Readiness,Link - Product,3,1,
50,Customer Needs met by Project,Link - Product,3,1,
51,Strategic Needs Satisfied by Project,Link - Product,3,1,
52,Project Positioning Statement,Link - Product,3,1,
53,Project Key Market Based Product Criteria,Link - Product,3,1,
54,Project Points of Differentiation,Link - Product,3,1,
55,Project Vocabulary,Link - Product,3,1,
56,Project Competitive Assessment,Link - Product,3,1,
57,Project Competitive Cost Comparisons,Link - Product,3,1,
58,Project Cost Target,Link - Product,3,1,
59,Project Cost Estimate,Link - Product,3,1,
60,Project Design Challenges,Link - Product,3,1,
61,Project ID,Link - Product,3,1,
62,Project Status - Project in Trouble,Link - Product,3,1,
63,Project Status - Project Stage,Link - Product,3,1,
64,Project Status - Next Gate for Project,Link - Product,3,1,
65,Projected Budget for Month by Project,Link - Product,3,1,
66,Actual Budget for Month by Project,Link - Product,3,1,
67,Date of Next Milestone for Project,Link - Product,3,1,
68,Projected 5 Year MVA Cumulative,Link - Product,3,1,
69,Total Investment Needed by Project,Link - Product,3,1,
70,Development Expense by Project,Link - Product,3,1,
77,Project Financial Status,Link - Product,3,1,
78,Project Operations Status,Link - Product,3,1,
79,Project Market Opportunity,Link - Product,3,1,
82,Projected Gross Margin,Link - Product,3,1,
83,Projected EVA,Link - Product,3,1,
84,Projected 5 Year MVA Cumulative,Link - Product,3,1,
85,Recommended Capital Investment by Project,Link - Product,3,1,
86,Recommended Expense Investment by Project,Link - Product,3,1,
87,Projected Year 1 Sales,Link - Product,3,1,
88,Projected 5 Year Sales,Link - Product,3,1,
89,Projected Total Investment,Link - Product,3,1,
90,Projected Gross Margin,Link - Product,3,1,
91,Projected 5 Year Operating Income,Link - Product,3,1,
92,Projected 5 Year MVA Cumulative,Link - Product,3,1,
93,Narrative of Project Design Principles,Link - Product,3,1,
94,Narrative of Product Concept,Link - Product,3,1,
95,Market Opportunity Analysis,Link - Product,3,1,
98,Resource Plan - Full Time Engineers Required,Link - Product,3,1,
99,Narrative of Project Design/ Engineering Risks,Link - Product,3,1,
101,Narrative of Project Operations Risk,Link - Product,3,1,
102,Narrative of Project Financial Risks,Link - Product,3,1,
186,Names of Teams Engaged in Project Design Process,Link - Product,3,1,
71,Market Launch Expense,Link - Product,3,1,
100,Narrative of Project Marketing Risks,Link - Product,3,1,
72,Target Product Cost,Link - Product,3,1,
75,Product Development Status,Link - Product,3,1,
221,Ranking of Seating Products to Each Work Setting,Link - Product,3,1,
223,Anticipated Landscape Types by Year to 2020,Link - Product,3,1,
224,Anticipated Setting breakdown by Year to 2020,Link - Product,3,1,
225,Spatial Recipe by Setting,Link - Product,3,1,
33,Number of Engineers Assigned to Each Product,Link - Product,3,1,
34,Status of Each Task in Development Project,Link - Product,3,1,
35,Core Issues and Resolutions for Each Product,Link - Product,3,1,
36,Revenue Plan by Product,Link - Product,3,1,
43,Lessons Learned in Development Process,Link - Product,3,1,
133,Status in HDP of Product,Link - Product,3,1,
106,Part Number,Link - Product,3,1,
107,Part Supplier,Link - Product,3,1,
108,Narrative of Test Results / Observations,Link - Product,3,1,
109,Narrative of Summary of Test Results,Link - Product,3,1,
110,Tools Used for Test,Link - Product,3,1,
111,Project Number,Link - Product,3,1,
112,Project Name,Link - Product,3,1,
113,Employee Creating Request,Link - Product,3,1,
114,Employee Approving Request,Link - Product,3,1,
115,Purpose of Test,Link - Product,3,1,
116,Test Request Number,Link - Product,3,1,
117,Test Status,Link - Product,3,1,
118,BaaN Project Number,Link - Product,3,1,
119,Baan Department,Link - Product,3,1,
120,Project Number,Link - Product,3,1,
121,Project Department,Link - Product,3,1,
122,Test Classification,Link - Product,3,1,
207,Historic Transactional Information,Link - Product,3,1,
41,Shipment Growth by MSA Region by Year,Link - Product,3,1,
103,Total Sales by Product SKU,Link - Product,3,1,
104,Total Sales by Data or Order,Link - Product,3,1,
147,Sales Quantity by Month by Manufacturing Cell,Link - Product,3,1,
152,Target Sales by MSA Region by Year,Link - Product,3,1,
153,Target Sales by MSA Region by Segment by Year,Link - Product,3,1,
216,Price Points for Each Product Line,Link - Product,3,1,
217,Suitability of Each Product Line to Each Setting,Link - Product,3,1,
218,Suitability of Individual Products by Setting,Link - Product,3,1,
136,% Respondents Able to Complete Tasks Online,Link - Product,3,1,
137,Website User Satisfaction,Link - Product,3,1,
138,Website Uptime,Link - Product,3,1,
142,Online Generated Leads,Link - Product,3,1,
206,Work Products by Price point,Link - Product,3,1,
160,Requested Screen Resolution,Link - Product,3,1,
123,List of Products that Belong in Each Configuration,Link - Product,3,1,
124,Pricing of Products in Each Configuration,Link - Product,3,1,
105,Customization Requests by Product Category,Link - Product,3,1,
11,Sales - Gross,Link - Product,3,1,
12,Sales - % Change,Link - Product,3,1,
13,Margin - Gross,Link - Product,3,1,
14,Margin - % Change,Link - Product,3,1,
15,Direct Opex - Gross,Link - Product,3,1,
16,Direct Opex - % Change,Link - Product,3,1,
17,Direct Op Income - Gross,Link - Product,3,1,
18,Direct Op Income - % Change,Link - Product,3,1,
19,Spend on Warranty - Gross,Link - Product,3,1,
20,Spend on Warranty - % Change,Link - Product,3,1,
21,Royalty - Gross,Link - Product,3,1,
22,Royalty - % Change,Link - Product,3,1,
23,Direct Op Income - Gross,Link - Product,3,1,
24,Direct Op Income - % Change,Link - Product,3,1,
45,Projected Total Investment Required for Project,Link - Product,3,1,
46,Projected Gross Margin for Project,Link - Product,3,1,
47,Projected 10 Year MVA for Project,Link - Product,3,1,
48,Projected Total Sales Impact (5 Year Cumulative) for Project,Link - Product,3,1,
49,Project Problem Statement,Link - Product,3,1,
5,HermanMiller.com Page Views by Product,Link - Product,3,1,
6,Number of Views for each Web Asset on HermanMiller.com by Associated Product,Link - Product,3,1,
8,Top Brochures Shipped by Product,Link - Product,3,1,
130,Page accessed first after HermanMiller.com home page,Link - Product,3,1,
4,Most Searched Words on HermanMiller.com,Link - Product,3,1,
125,Paid Search Criteria - Google Ad Words,Link - Product,3,1,
220,Gross Margin for Product Line by Setting by Size,Link - Product,3,1,
158,Dealer Discounting compared to average dealer discounting by MSA Region,Link - Product,3,1,
39,Product Adjacencies - Seating Idea Starters by Living Office Setting,Link - Product,3,1,
44,Customer Opportunity Products,Link - Product,3,1,
180,Customer Opportunity Value,Link - Product,3,1,
143,Self Service Usage,Link - Product,3,1,
157,Product Margin of Dealer Compared to Average Dealer by MSA Region,Link - Product,3,1,
159,Sales vs. Plan by MSA Region,Link - Product,3,1,
40,Growth by MSA Region by Year,Link - Product,3,1,
150,Potential Sales by MSA Region by Year,Link - Product,3,1,
151,Shipments by MSA Region by Year,Link - Product,3,1,
144,Total Number of Online Accounts,Link - Product,3,1,
37,Total Number of Online Sales,Link - Product,3,1,
140,Brand Awareness by Consumer Segments,Link - Product,3,1,
141,Brand Sentiment by Consumer Segments,Link - Product,3,1,
38,Performance Environments - Chair Occupancy,Link - Product,3,1,
145,Performance Environments - Room Occupancy,Link - Product,3,1,
142,Online Generated Leads,Link – Product Line,3,1,
276,Product Family Sales by Region,Link – Product Line,3,1,
277,Product Family Planned Sales by Region,Link – Product Line,3,1,
278,Product Family Margin by Region,Link – Product Line,3,1,
279,Product Family Planned Margin by Region,Link – Product Line,3,1,
280,Product Family Discounts by Region,Link – Product Line,3,1,
281,Product Family Planned Discounts by Region,Link – Product Line,3,1,
126,HermanMiller.com Page Views,Link – Product Line,3,1,
127,HermanMiller.com Page Views,Link – Product Line,3,1,
206,Work Products by Price point,Link – Product Line,3,1,
142,Online Generated Leads,Link – Product Line,3,1,
222,Square Feet Needed for Designed Configuration,Link – Product Line,3,1,
226,Technology Needed For Setting,Link – Product Line,3,1,
219,Pricing for Product Line by Setting by Size,Link – Product Line,3,1,
220,Gross Margin for Product Line by Setting by Size,Link – Product Line,3,1,
202,Average Product Downloads per User,Link – Product Line,3,1,
203,Page views by Setting,Link – Product Line,3,1,
7,Top Web Assets Downloaded from HermanMiller.com by Category,Link – Product Line,3,1,
9,Top Brochures Shipped - Workstations,Link – Product Line,3,1,
10,Top Brochures Shipped - Storage,Link – Product Line,3,1,
223,Anticipated Landscape Types by Year to 2020,Link – Product Line,3,1,
224,Anticipated Setting breakdown by Year to 2020,Link – Product Line,3,1,
217,Suitability of Each Product Line to Each Setting,Link – Product Line,3,1,
105,Customization Requests by Product Category,Link – Product Line,3,1,
32,Name of Product in Development,Link – Product Line,3,1,
29,Projected Year 4 Sales for Product in Development,Link – Product Line,3,1,
30,Level of Innovation for Product in Development,Link – Product Line,3,1,
31,Anticipated Buzz Level of Product in Development,Link – Product Line,3,1,
132,Anticipated Launch Date for Product in Development,Link – Product Line,3,1,
134,Projected Living Office Readiness,Link – Product Line,3,1,
135,Dealer Living Office Readiness,Link – Product Line,3,1,
36,Revenue Plan by Product,Link – Product Line,3,1,
133,Status in HDP of Product,Link – Product Line,3,1,
11,Sales - Gross,Link – Product Line,3,1,
12,Sales - % Change,Link – Product Line,3,1,
13,Margin - Gross,Link – Product Line,3,1,
14,Margin - % Change,Link – Product Line,3,1,
15,Direct Opex - Gross,Link – Product Line,3,1,
16,Direct Opex - % Change,Link – Product Line,3,1,
17,Direct Op Income - Gross,Link – Product Line,3,1,
18,Direct Op Income - % Change,Link – Product Line,3,1,
19,Spend on Warranty - Gross,Link – Product Line,3,1,
20,Spend on Warranty - % Change,Link – Product Line,3,1,
21,Royalty - Gross,Link – Product Line,3,1,
22,Royalty - % Change,Link – Product Line,3,1,
23,Direct Op Income - Gross,Link – Product Line,3,1,
24,Direct Op Income - % Change,Link – Product Line,3,1,
130,Page accessed first after HermanMiller.com home page,Link – Product Line,3,1,
4,Most Searched Words on HermanMiller.com,Link – Product Line,3,1,
125,Paid Search Criteria - Google Ad Words,Link – Product Line,3,1,
32,Name of Product in Development,Link - Product Type,3,1,
221,Ranking of Seating Products to Each Work Setting,Link - Product Type,3,1,
225,Spatial Recipe by Setting,Link - Product Type,3,1,
29,Projected Year 4 Sales for Product in Development,Link - Product Type,3,1,
30,Level of Innovation for Product in Development,Link - Product Type,3,1,
31,Anticipated Buzz Level of Product in Development,Link - Product Type,3,1,
132,Anticipated Launch Date for Product in Development,Link - Product Type,3,1,
134,Projected Living Office Readiness,Link - Product Type,3,1,
135,Dealer Living Office Readiness,Link - Product Type,3,1,
36,Revenue Plan by Product,Link - Product Type,3,1,
133,Status in HDP of Product,Link - Product Type,3,1,
11,Sales - Gross,Link - Product Type,3,1,
12,Sales - % Change,Link - Product Type,3,1,
13,Margin - Gross,Link - Product Type,3,1,
14,Margin - % Change,Link - Product Type,3,1,
15,Direct Opex - Gross,Link - Product Type,3,1,
16,Direct Opex - % Change,Link - Product Type,3,1,
17,Direct Op Income - Gross,Link - Product Type,3,1,
18,Direct Op Income - % Change,Link - Product Type,3,1,
19,Spend on Warranty - Gross,Link - Product Type,3,1,
20,Spend on Warranty - % Change,Link - Product Type,3,1,
21,Royalty - Gross,Link - Product Type,3,1,
22,Royalty - % Change,Link - Product Type,3,1,
23,Direct Op Income - Gross,Link - Product Type,3,1,
24,Direct Op Income - % Change,Link - Product Type,3,1,
130,Page accessed first after HermanMiller.com home page,Link - Product Type,3,1,
4,Most Searched Words on HermanMiller.com,Link - Product Type,3,1,
125,Paid Search Criteria - Google Ad Words,Link - Product Type,3,1,
38,Performance Environments - Chair Occupancy,Link - Product Type,3,1,
145,Performance Environments - Room Occupancy,Link - Product Type,3,1,
190,Website Traffic Composition by State by page on site,Link - Region,3,1,
240,Spend on Sales Projects by Region,Link - Region,3,1,
241,Budget for Sales Projects by Region,Link - Region,3,1,
242,Sales by Year by Region,Link - Region,3,1,
243,Planned Sales by Year by Region,Link - Region,3,1,
244,Planned Market Share by Year by Region,Link - Region,3,1,
245,Actual Market Share by Year by Region,Link - Region,3,1,
246,Expected Market Share Growth by Year by Region,Link - Region,3,1,
282,Sales Per Year to End Customer,Link - Region,3,1,
159,Sales vs. Plan by MSA Region,Link - Region,3,1,
255,Region Code - Unique Identifier,Link - Region,3,1,
261,Number of Dealers by Region,Link - Region,3,1,
262,Forecast Sales by Region,Link - Region,3,1,
263,Actual Sales by Region,Link - Region,3,1,
264,Forecast Volume by Region,Link - Region,3,1,
265,Actual Volume by Region,Link - Region,3,1,
266,Projected Size of Anticipated Customer Wins,Link - Region,3,1,
267,Notable Customer Wins,Link - Region,3,1,
268,Notable Customer Losses,Link - Region,3,1,
271,Current Non-Dealer Opportunity - Owner Name,Link - Region,3,1,
272,Current Non-Dealer Opportunity - Customer Name,Link - Region,3,1,
273,Current Non-Dealer Opportunity - Region,Link - Region,3,1,
274,Current Non-Dealer Opportunity - Stage,Link - Region,3,1,
275,Current Non-Dealer Opportunity - Win Probability,Link - Region,3,1,
283,Job Title of Respondent,Link - Region,3,1,
284,Region of Respondent,Link - Region,3,1,
285,Company Size of Respondent,Link - Region,3,1,
286,Aesthetic/Importance to Company of Respondent,Link - Region,3,1,
287,Degree to Which Technology is Having an Impact on Respondent's Company,Link - Region,3,1,
288,Degree to Which Technology is Having an Impact on Way of Working at Respondent's Company,Link - Region,3,1,
289,Top Drivers of Change for Workplace Portfolio at Respondent's Company,Link - Region,3,1,
290,Percent of Workplace Reconfigured Annually at Respondent's Company,Link - Region,3,1,
291,Where Respondent Obtains Workplace Ideas,Link - Region,3,1,
292,Most Important Things in Creating Workplaces Three Years From Now,Link - Region,3,1,
293,Tools Company Offers to Let Teams Collaborate Virtually,Link - Region,3,1,
41,Shipment Growth by MSA Region by Year,Link - Region,3,1,
152,Target Sales by MSA Region by Year,Link - Region,3,1,
153,Target Sales by MSA Region by Segment by Year,Link - Region,3,1,
40,Growth by MSA Region by Year,Link - Region,3,1,
146,List of Top Customers by MSA Region,Link - Region,3,1,
148,Top Potential Customers by MSA Region,Link - Region,3,1,
149,Market Size by MSA Region by Year,Link - Region,3,1,
150,Potential Sales by MSA Region by Year,Link - Region,3,1,
151,Shipments by MSA Region by Year,Link - Region,3,1,
174,Customer Address,Link - Region,3,1,
144,Total Number of Online Accounts,Link - Region,3,1,
156,Potential Sales for Projected Per Customer,Link - Region,3,1,
276,Product Family Sales by Region,Link - Region,3,1,
277,Product Family Planned Sales by Region,Link - Region,3,1,
278,Product Family Margin by Region,Link - Region,3,1,
279,Product Family Planned Margin by Region,Link - Region,3,1,
280,Product Family Discounts by Region,Link - Region,3,1,
281,Product Family Planned Discounts by Region,Link - Region,3,1,
155,Ranking of Each Customer Nationally,Link - Region,3,1,
182,Customer Sales Region,Link - Region,3,1,
37,Total Number of Online Sales,Link - Region,3,1,
139,Customer Personas,Link - Region,3,1,
140,Brand Awareness by Consumer Segments,Link - Region,3,1,
141,Brand Sentiment by Consumer Segments,Link - Region,3,1,
53,Project Key Market Based Product Criteria,Link - Region,3,1,
137,Website User Satisfaction,Link - Region,3,1,
97,Market Launch Plan (which Showrooms),Link - Region,3,1,
95,Market Opportunity Analysis,Link - Region,3,1,
208,Historic Sales by Sales Representative,Link - Sales Representative,3,1,
11,Sales - Gross,Link - Time,3,1,
12,Sales - % Change,Link - Time,3,1,
13,Margin - Gross,Link - Time,3,1,
14,Margin - % Change,Link - Time,3,1,
15,Direct Opex - Gross,Link - Time,3,1,
16,Direct Opex - % Change,Link - Time,3,1,
17,Direct Op Income - Gross,Link - Time,3,1,
18,Direct Op Income - % Change,Link - Time,3,1,
19,Spend on Warranty - Gross,Link - Time,3,1,
20,Spend on Warranty - % Change,Link - Time,3,1,
21,Royalty - Gross,Link - Time,3,1,
22,Royalty - % Change,Link - Time,3,1,
23,Direct Op Income - Gross,Link - Time,3,1,
24,Direct Op Income - % Change,Link - Time,3,1,
45,Projected Total Investment Required for Project,Link - Time,3,1,
46,Projected Gross Margin for Project,Link - Time,3,1,
47,Projected 10 Year MVA for Project,Link - Time,3,1,
48,Projected Total Sales Impact (5 Year Cumulative) for Project,Link - Time,3,1,
49,Project Problem Statement,Link - Time,3,1,
230,Budget for Dealer Projects,Link - Time,3,1,
231,Budget for Events Projects,Link - Time,3,1,
232,Budget for General Projects,Link - Time,3,1,
233,Budget for Marketing Projects,Link - Time,3,1,
234,Budget for Sales Project,Link - Time,3,1,
235,Spend on Dealer Projects,Link - Time,3,1,
236,Spend on Events Projects,Link - Time,3,1,
237,Spend on General Projects,Link - Time,3,1,
238,Spend on Marketing Projects,Link - Time,3,1,
239,Spend on Sales Projects,Link - Time,3,1,
240,Spend on Sales Projects by Region,Link - Time,3,1,
241,Budget for Sales Projects by Region,Link - Time,3,1,
242,Sales by Year by Region,Link - Time,3,1,
243,Planned Sales by Year by Region,Link - Time,3,1,
244,Planned Market Share by Year by Region,Link - Time,3,1,
245,Actual Market Share by Year by Region,Link - Time,3,1,
246,Expected Market Share Growth by Year by Region,Link - Time,3,1,
247,Sales by Year by MSA,Link - Time,3,1,
248,Planned Sales by Year by MSA,Link - Time,3,1,
249,Planned Market Share by Year by MSA,Link - Time,3,1,
250,Actual Market Share by Year by MSA,Link - Time,3,1,
251,Expected Market Share Growth by Year by MSA,Link - Time,3,1,
252,Customer Satisfaction Survey,Link - Time,3,1,
282,Sales Per Year to End Customer,Link - Time,3,1,
159,Sales vs. Plan by MSA Region,Link - Time,3,1,
253,Dealer Code - Unique Identifier,Link - Time,3,1,
254,MSA Code - Unique Identifier,Link - Time,3,1,
255,Region Code - Unique Identifier,Link - Time,3,1,
256,Dealer Sales Volume,Link - Time,3,1,
257,Dealer Potential Sales Volume,Link - Time,3,1,
258,Dealer Sales Goal,Link - Time,3,1,
259,Individual Assigned to MSA,Link - Time,3,1,
260,Number of Dealers by MSA,Link - Time,3,1,
261,Number of Dealers by Region,Link - Time,3,1,
262,Forecast Sales by Region,Link - Time,3,1,
263,Actual Sales by Region,Link - Time,3,1,
264,Forecast Volume by Region,Link - Time,3,1,
265,Actual Volume by Region,Link - Time,3,1,
266,Projected Size of Anticipated Customer Wins,Link - Time,3,1,
267,Notable Customer Wins,Link - Time,3,1,
268,Notable Customer Losses,Link - Time,3,1,
269,Global Accounts Sales Target,Link - Time,3,1,
270,Global Accounts Actual Sales,Link - Time,3,1,
271,Current Non-Dealer Opportunity - Owner Name,Link - Time,3,1,
272,Current Non-Dealer Opportunity - Customer Name,Link - Time,3,1,
273,Current Non-Dealer Opportunity - Region,Link - Time,3,1,
274,Current Non-Dealer Opportunity - Stage,Link - Time,3,1,
275,Current Non-Dealer Opportunity - Win Probability,Link - Time,3,1,
276,Product Family Sales by Region,Link - Time,3,1,
277,Product Family Planned Sales by Region,Link - Time,3,1,
278,Product Family Margin by Region,Link - Time,3,1,
279,Product Family Planned Margin by Region,Link - Time,3,1,
280,Product Family Discounts by Region,Link - Time,3,1,
281,Product Family Planned Discounts by Region,Link - Time,3,1,
283,Job Title of Respondent,Link - Time,3,1,
284,Region of Respondent,Link - Time,3,1,
285,Company Size of Respondent,Link - Time,3,1,
286,Aesthetic/Importance to Company of Respondent,Link - Time,3,1,
287,Degree to Which Technology is Having an Impact on Respondent's Company,Link - Time,3,1,
288,Degree to Which Technology is Having an Impact on Way of Working at Respondent's Company,Link - Time,3,1,
289,Top Drivers of Change for Workplace Portfolio at Respondent's Company,Link - Time,3,1,
290,Percent of Workplace Reconfigured Annually at Respondent's Company,Link - Time,3,1,
291,Where Respondent Obtains Workplace Ideas,Link - Time,3,1,
292,Most Important Things in Creating Workplaces Three Years From Now,Link - Time,3,1,
293,Tools Company Offers to Let Teams Collaborate Virtually,Link - Time,3,1,
38,Performance Environments - Chair Occupancy,Link - Time,3,1,
145,Performance Environments - Room Occupancy,Link - Time,3,1,
5,HermanMiller.com Page Views by Product,Link - Time,3,1,
6,Number of Views for each Web Asset on HermanMiller.com by Associated Product,Link - Time,3,1,
7,Top Web Assets Downloaded from HermanMiller.com by Category,Link - Time,3,1,
8,Top Brochures Shipped by Product,Link - Time,3,1,
9,Top Brochures Shipped - Workstations,Link - Time,3,1,
10,Top Brochures Shipped - Storage,Link - Time,3,1,
130,Page accessed first after HermanMiller.com home page,Link - Time,3,1,
4,Most Searched Words on HermanMiller.com,Link - Time,3,1,
125,Paid Search Criteria - Google Ad Words,Link - Time,3,1,
126,HermanMiller.com Page Views,Link - Time,3,1,
127,HermanMiller.com Page Views,Link - Time,3,1,
128,Device Used to Access HermanMiller.com,Link - Time,3,1,
129,% New Users Accessing HermanMiller.com,Link - Time,3,1,
131,Number of iPad App Portal Downloads,Link - Time,3,1,
201,Count of File Formats for Downloaded Product Brochures,Link - Time,3,1,
204,Number of Page Views by City,Link - Time,3,1,
205,Number of Users by City,Link - Time,3,1,
161,Room Motion Sensor Activity,Link - Time,3,1,
162,Laptop Plugged In to presentation system,Link - Time,3,1,
163,Presentation system turned on,Link - Time,3,1,
164,Meeting Logs - Rooms,Link - Time,3,1,
165,Meeting Logs - People,Link - Time,3,1,
166,Meeting Logs - Scheduler,Link - Time,3,1,
169,Email Logs,Link - Time,3,1,
170,Documents Shared Externally,Link - Time,3,1,
74,12 Month Sales Forecast,Link - Time,3,1,
76,Market Launch Status,Link - Time,3,1,
81,Projected Annual Net Sales,Link - Time,3,1,
29,Projected Year 4 Sales for Product in Development,Link - Time,3,1,
30,Level of Innovation for Product in Development,Link - Time,3,1,
31,Anticipated Buzz Level of Product in Development,Link - Time,3,1,
132,Anticipated Launch Date for Product in Development,Link - Time,3,1,
134,Projected Living Office Readiness,Link - Time,3,1,
135,Dealer Living Office Readiness,Link - Time,3,1,
64,Project Status - Next Gate for Project,Link - Time,3,1,
65,Projected Budget for Month by Project,Link - Time,3,1,
66,Actual Budget for Month by Project,Link - Time,3,1,
67,Date of Next Milestone for Project,Link - Time,3,1,
68,Projected 5 Year MVA Cumulative,Link - Time,3,1,
70,Development Expense by Project,Link - Time,3,1,
77,Project Financial Status,Link - Time,3,1,
78,Project Operations Status,Link - Time,3,1,
79,Project Market Opportunity,Link - Time,3,1,
82,Projected Gross Margin,Link - Time,3,1,
83,Projected EVA,Link - Time,3,1,
84,Projected 5 Year MVA Cumulative,Link - Time,3,1,
87,Projected Year 1 Sales,Link - Time,3,1,
88,Projected 5 Year Sales,Link - Time,3,1,
89,Projected Total Investment,Link - Time,3,1,
90,Projected Gross Margin,Link - Time,3,1,
91,Projected 5 Year Operating Income,Link - Time,3,1,
92,Projected 5 Year MVA Cumulative,Link - Time,3,1,
71,Market Launch Expense,Link - Time,3,1,
75,Product Development Status,Link - Time,3,1,
33,Number of Engineers Assigned to Each Product,Link - Time,3,1,
34,Status of Each Task in Development Project,Link - Time,3,1,
35,Core Issues and Resolutions for Each Product,Link - Time,3,1,
36,Revenue Plan by Product,Link - Time,3,1,
43,Lessons Learned in Development Process,Link - Time,3,1,
133,Status in HDP of Product,Link - Time,3,1,
104,Total Sales by Data or Order,Link - Time,3,1,
147,Sales Quantity by Month by Manufacturing Cell,Link - Time,3,1,
136,% Respondents Able to Complete Tasks Online,Link - Time,3,1,
137,Website User Satisfaction,Link - Time,3,1,
138,Website Uptime,Link - Time,3,1,
123,List of Products that Belong in Each Configuration,Link - Time,3,1,
124,Pricing of Products in Each Configuration,Link - Time,3,1,
187,Capacity - Total Headcount Needed for Current Project,Link - Time,3,1,
188,Capacity - Total Headcount Available,Link - Time,3,1,
227,Dealer Sales Goal Sales,Link - Time,3,1,
228,Dealer Projected Total Sales,Link - Time,3,1,
229,Dealer YTD Total Sales,Link - Time,3,1,
157,Product Margin of Dealer Compared to Average Dealer by MSA Region,Link - Time,3,1,
156,Potential Sales for Projected Per Customer,Link - Time,3,1,
181,Years HM has had relationship with customer,Link - Time,3,1,
41,Shipment Growth by MSA Region by Year,Link - Time,3,1,
152,Target Sales by MSA Region by Year,Link - Time,3,1,
153,Target Sales by MSA Region by Segment by Year,Link - Time,3,1,
40,Growth by MSA Region by Year,Link - Time,3,1,
149,Market Size by MSA Region by Year,Link - Time,3,1,
150,Potential Sales by MSA Region by Year,Link - Time,3,1,
151,Shipments by MSA Region by Year,Link - Time,3,1,
144,Total Number of Online Accounts,Link - Time,3,1,
180,Customer Opportunity Value,Link - Time,3,1,
143,Self Service Usage,Link - Time,3,1,
62,Project Status - Project in Trouble,Link - Time,3,1,
63,Project Status - Project Stage,Link - Time,3,1,
186,Names of Teams Engaged in Project Design Process,Link - Time,3,1,
,,,,,
